consumer_num,connected_load (watts),total_energy_billed (kWh)
14023,2440,58.92
18903,840,1.75
25251,460,73.08
19756,8200,0
20695,300,53.33
12590,4000,25
17673,1140,62.75
6346,150,274.08
4030,450,211.58
7482,150,292.25
10280,1800,192.75
21641,2680,125.5
2508,150,146.58
20575,340,37.75
6198,150,331.42
16890,200,166.75
17917,1190,185.42
25518,4247,41.17
18124,100,318.5
2914,800,50.83
23909,720,15.75
2520,4000,111
4868,600,106.08
3967,250,4.25
4637,150,104.67
3546,150,143
21936,1560,149.5
5070,2500,286.75
12378,500,348.33
19815,1740,0
23300,780,47.92
10608,240,147
9837,1980,59.42
16161,380,97.33
4642,1290,283.33
16584,2563,284.58
12434,3875,83.25
19550,400,116.25
13363,100,187.17
17426,150,70.33
3859,9000,714.42
14594,200,99.25
19341,24425,1267.67
9441,280,62.67
17831,2035,361.67
3599,150,205.83
26117,3350,91.75
4041,5000,490.83
20158,1960,234.75
25766,4435,206.42
922,9495,1114.92
10830,5365,228.17
6476,150,151.75
12502,4000,263.25
15958,150,247.25
5147,150,300.08
19198,6480,283.92
6931,650,34.25
6983,250,352.42
25887,3428,153.58
24931,4646,123.25
25569,2680,18.92
26089,7985,71.92
19364,140,29.33
16979,1280,51
50,2000,155.42
15293,420,15.5
2959,1000,46.08
17535,200,231.92
26422,100,0.25
18913,2390,174.75
22952,240,1.25
8717,900,56.17
262,5000,31.33
8226,150,100.42
17620,2480,197.5
4883,400,137.17
18427,1000,71.33
17765,200,26.58
22805,7996,448
473,4000,174.5
19805,1260,445
25205,1884,89.75
24856,6531,139.5
4999,840,0
18786,11220,721.92
2970,150,339.42
2010,5000,313.92
11185,4000,334.5
21637,2680,2
789,5000,151.25
3863,150,46.67
16754,9771,454.5
22018,3970,196.75
15595,240,250.42
13824,240,38
26267,160,0
24499,2293,246
6696,1200,402.33
14245,1460,171.08
23521,3333,341.92
10240,2580,135.25
1020,1000,272.92
20069,300,279.17
10400,405,190.92
7164,4371,339.42
6768,600,291.42
13129,600,254
11879,1660,63.83
287,7466,197.83
20539,310,388
4827,900,275.83
12581,5000,174.83
24809,4533,124.58
4437,1500,89.75
695,1000,0
11636,450,280
25582,1350,26.67
24597,280,42.58
18998,2320,344.67
15936,140,197.83
1784,4000,625.67
4569,150,0
22638,11980,2841.58
8676,900,453
869,150,270.58
2892,1980,264.33
21642,9326,351.08
733,7000,0
23658,620,225.25
3702,150,331.5
2739,400,404.33
16533,760,77.83
22420,560,270.58
177,1453,66.17
21224,240,129.33
23652,1350,0
24841,6570,116.33
1027,9558,139.17
3813,900,128.75
14077,540,268.33
23262,3125,146.58
20549,200,108.75
19303,2000,193.5
22748,1040,27.25
631,1000,43.5
14508,150,127.5
18042,150,94
25905,932,148.08
25268,4355,144.92
22669,1760,234.5
17334,180,160
14721,200,403.25
15410,540,234.58
4409,2500,81.33
8660,900,3
11222,150,167.92
22871,1773,170
18794,3400,518
9273,580,115.75
24044,2080,7.58
13966,3000,279.58
1477,150,721.17
11844,450,126.75
2418,1000,0
15667,150,340.5
14355,200,31.08
22024,1120,367.83
10662,650,0
20665,300,248.17
25674,1100,87.08
17747,150,153.08
14587,1600,2.08
19098,480,235.58
15394,1580,328.5
22211,960,79.42
26024,1600,11.67
19729,7724,1012.67
5563,600,163.33
19684,8846,464.83
22743,2220,219.42
22151,2035,175.92
16844,200,59.25
24075,4073,274.67
1824,150,0
1792,2000,5.58
71,2000,404.67
25258,1780,228.42
20164,300,130.42
9335,280,389.92
8741,3078,185.83
1100,1000,91.67
23378,5973,360.5
7991,650,86.83
22714,4013,225
16346,340,46.58
19190,140,204.92
17440,150,205.75
4659,8975,191.92
7984,650,70.17
24669,3855,113.25
22086,9616,591.83
20378,200,89.42
7973,650,104.25
5258,150,106
2786,150,555.17
9646,383,147.92
3763,150,111.75
12816,900,521
12952,150,364.67
3306,150,0
10623,3338,369.92
9649,340,207.83
19402,4606,420.83
8820,450,616.42
24746,2693,176.92
15510,440,132.33
13169,3000,172.58
26065,2540,11.67
3770,150,153.17
24695,3741,122.5
14923,140,0.08
17729,1110,315.75
14609,260,44.75
15815,280,109.17
23551,4705,244.92
10911,3800,457.58
9603,180,107.33
10917,1170,263.25
8845,490,52.92
23814,30375,436.75
20954,240,91.42
23848,2400,0
5020,350,192.25
20469,150,170.42
25792,12000,1681.75
5378,150,126
434,150,255.83
23776,5515,409.83
3517,150,0.92
12390,4000,529.42
4653,4900,160.08
23006,2153,132.42
9678,1540,232.75
334,150,0
173,150,426.17
24892,1106,143.83
24435,5890,199.92
21203,3195,329.75
4323,200,84.42
13161,440,148.92
15485,460,127.33
619,150,0
22902,2100,70.17
20205,300,230.42
22529,8790,183
4214,600,180
17332,180,207.67
4737,150,84.92
25412,1360,37.83
6647,4426,301.83
4603,150,178.42
10580,380,234.67
8179,500,114.67
13540,4000,392.58
10493,480,0
22978,2015,164.92
11537,150,83.83
5355,150,19.08
5319,150,119.83
11165,1000,97.25
11835,940,117.33
26104,5100,81.75
19095,340,50.42
12340,1000,0
18431,180,156.17
17241,1800,176.5
12342,3010,356.33
5663,2000,0
19442,9833,444.92
9870,100,0
23169,9523,936.75
13102,1550,11.33
15782,150,121.08
19002,4000,72.42
6210,4000,558.17
19293,140,247.75
9759,4390,335.5
8439,150,161.58
24974,740,132.67
25693,1490,27.67
9474,280,27.83
19916,4693,205
9804,4506,326.58
17725,3460,230.33
5138,150,139.17
7773,290,318.42
23163,140,76.17
15053,1819,116.5
9638,3620,178.25
22456,380,239.17
5934,17852,1850
1515,150,369.42
8114,650,0
9901,3000,22.92
12172,1500,281.83
16798,200,30.75
3494,1000,1.67
3821,1280,2.67
9135,200,45.33
18205,1020,171.33
22225,7445,726.17
23529,3326,174.17
19985,3240,128.83
14211,440,86.92
7515,1000,19.67
16500,1640,199.33
14272,100,11.67
11780,450,330.42
6321,150,109
16540,150,49.5
9174,150,404.5
14785,5970,911.58
19481,950,225.67
8435,150,319
4371,900,159.67
25809,1200,145.08
21404,2573,10.58
16407,4000,209.5
13481,1070,121.17
11597,300,151.67
24489,4573,448.17
23990,4830,72
11170,150,144.83
9747,6200,265.42
18921,150,371.83
25483,2739,276.17
16837,320,77.5
10411,620,134
9750,8370,598.58
4327,900,0
22289,100,144
8726,690,141.92
17798,9000,298.42
21452,860,107.25
25957,200,99.25
16671,820,239.25
25374,3900,250.75
3272,150,32.58
13601,150,375.42
8517,250,121.17
20886,880,52.17
24868,1175,37.33
25329,4161,594.5
13435,3270,192.42
22439,3460,198.42
26159,1290,2.25
7661,450,136.42
25307,1350,44.67
21104,1740,0.83
19774,400,121.5
12020,32000,0
15267,600,168.67
22661,4680,122.17
19717,2440,240.67
18244,8420,217.33
18190,240,163.25
21382,1540,217.58
19391,140,0
23709,14770,571.67
18446,1000,232.08
6536,4630,313.67
21820,360,28.67
14653,2020,377.17
21838,100,122
22762,900,57.75
11826,450,107
8307,2000,272.83
7689,460,191.92
20128,240,0
15517,4000,161.17
13624,1000,529
24683,3615,508.83
9561,520,202.83
20759,240,169.67
12062,1000,0
13480,1380,1059
9674,200,325.08
21312,4806,255.83
17228,2250,0
24460,1300,96.67
8062,900,150.33
17702,1960,206.42
24572,1350,0.5
24283,1400,129
24857,8155,212.08
4393,900,75.5
14168,300,130.5
21959,2280,297.08
18894,160,0
20070,300,182.67
10386,850,560.17
11162,150,46.33
9445,1000,10.08
11965,350,629.92
25638,2073,146.33
15307,4000,418.83
14850,2860,0
8537,2765,421.5
25667,200,6.67
2646,4000,132
10100,340,323.25
14228,200,60.25
23095,320,18
18679,2140,267.08
17359,600,427.83
14270,2365,360.67
13693,975,130.42
3913,600,0.83
4597,150,116.67
15086,840,213.33
3762,540,118.67
17028,4000,156.58
3451,3000,68.75
1375,1000,3.75
7144,690,194.58
7381,1000,35.58
6680,900,130.42
21655,7506,341.25
12348,900,326.42
4173,950,60.17
2620,860,106
7580,1000,122.75
20531,240,84.17
5227,2438,342.08
5889,150,136.75
18062,150,306.92
12916,150,159
25272,740,5.92
11076,7000,1005.83
6129,150,228.33
13594,1080,390.42
18070,780,26.83
20092,300,5.75
12633,650,170.17
1086,1000,283.58
16158,240,78.92
2676,2435,9.17
8409,150,116.42
1307,1000,1.75
19761,1000,0
25056,6090,1.33
8539,2926,128.17
8788,900,256.58
10541,140,155.17
9105,240,175.83
6751,650,236.58
22790,57021,17143.33
16365,1000,26
3814,800,14.5
4215,400,241.92
8996,180,235.33
4574,150,0
19511,340,0.25
16117,1020,277
24903,5100,205.75
16155,1980,433.58
5074,250,0
16387,200,407.83
12007,4683,79.58
23880,220,0
11315,150,512.83
16516,5000,0
11859,1500,16.75
10167,5596,50.58
23526,4726,143.83
929,1000,101.33
12138,2600,170.42
12864,1000,250.5
25760,800,151
19416,150,40.33
12692,150,3.17
19141,5000,366.5
338,1000,109.25
25536,13255,1056.42
12927,450,401.33
19507,480,139.42
23934,680,18.83
2341,150,116.5
4380,900,328.5
17901,150,252.58
13485,1600,40
20593,1100,52.08
10298,1200,272.5
24585,1290,102.17
18467,700,0
16375,9230,181.08
1050,150,5.58
10201,5080,130.5
1408,2000,104.25
20407,440,116.83
14682,4000,169.08
24111,1330,53.17
5334,150,122.33
15493,9000,35.83
18997,1780,255.83
3314,6000,802.5
24120,1060,245.75
10542,440,249.33
4879,900,393.5
4586,150,140
12240,1000,143.92
25234,1793,16
8328,150,209
1578,150,192.08
18407,2733,183.92
367,150,85.17
5982,350,0
1494,3310,62
26202,17881,488.17
14956,1120,0
11131,150,20.67
6384,150,218.5
4227,600,127.5
16627,540,0
18111,940,159.83
8834,2326,105.67
9809,545,236.25
8385,150,235.25
12905,490,361.08
11438,150,202.5
5249,150,14.33
11904,6000,187.17
13069,910,317.42
6117,150,509.67
1356,1000,24.58
10875,240,126.75
3501,6105,295.83
15541,4340,0
15800,140,185.58
11460,9515,78.17
16872,600,9
16012,340,136.33
25230,1180,74.83
12928,520,0
12824,150,345.33
21445,3720,312.17
12495,150,120.17
22203,1500,613.08
26126,900,164
22315,240,16.83
16913,1120,188.58
11919,450,166.5
13868,280,242.17
7546,625,225.17
22966,3330,232.17
23465,4851,334.17
25605,1025,71.17
17660,200,133.83
9629,2660,350.58
21535,1720,46
4132,700,192.42
13669,1860,47.67
11395,2980,132.58
139,2440,679.17
23600,720,53.92
8141,900,241.42
14370,200,21.92
18292,340,89.25
20152,300,7.58
22386,2750,110.42
18699,680,347.08
22400,1100,285
4148,5000,0
15894,200,246.08
1901,7560,396.92
18760,900,40.67
392,150,148.17
6398,150,477.17
12911,2000,91.83
5785,600,0
16120,150,146.08
25032,2375,385
11882,450,300.5
23808,4330,25
9565,2628,74.33
16493,230,49.75
6759,600,147.67
11564,150,82.83
23609,34470,5927.25
1484,150,190.75
11693,4766,252.25
9693,2740,217.33
5930,650,0
1299,1000,155.17
5238,2000,169.5
24588,3600,0.33
17436,3666,290.42
16724,600,137.58
23771,1200,122.67
25956,1375,20.58
23464,620,209.92
4783,150,428.58
12403,450,282.17
213,150,215.42
5099,4000,136.17
6795,600,140.42
21945,1888,143
22910,20415,9956.08
11873,450,158.42
7684,250,0
3474,150,379.67
25055,8491,110.83
17003,4660,313.08
5682,9042,473.17
8202,4000,125.92
11784,450,407
14737,1470,347.33
23595,1030,2.5
9431,340,22.42
5271,150,336.25
3504,1000,213.5
14107,4000,122.25
8926,240,135.67
23646,4406,141.33
24741,460,49.83
5947,600,80.83
18141,3980,226.92
7996,250,155.08
14085,240,42.67
9783,200,28
24263,995,121.92
12515,150,334.83
18089,240,0
16630,460,77.75
3613,150,254.67
1721,150,108.17
788,2000,271.17
18256,150,206.17
6292,150,94.25
22633,2120,303.5
17444,150,34.83
4710,150,156.58
6151,150,261.83
7730,650,0
20505,150,308
18986,280,103.92
20292,280,242.25
14931,400,0
10067,2080,163.92
2621,1000,0
8904,900,153.42
21635,2740,108.58
5853,250,90.42
21829,746,39.83
14522,240,139.67
7851,450,133.08
1234,150,122.5
14051,220,265.67
2145,150,382.5
17735,860,342.42
9454,600,157.33
3360,11330,483.75
4490,900,310
19179,400,22.33
19904,400,126
24430,1680,136.67
24814,800,27.67
5323,150,272
13391,240,63.08
22979,140,166
13409,1000,12.42
20371,200,20.17
8303,150,132.5
17612,620,199
9801,4000,495.58
5945,600,170.33
4179,600,142.83
14878,150,149.25
18338,1630,255.33
8841,460,81.42
4730,150,138.33
3865,250,97.17
1712,150,305.67
19900,2733,83.83
16164,2815,205.92
20903,1415,256.67
16649,3690,809.92
9023,1000,184.67
14789,100,29.67
25467,18600,4148.75
4222,250,174.33
19474,1680,266.33
13037,150,136.75
23985,7280,1770.25
21442,1700,146.17
1567,150,89.42
12865,150,81.83
10132,9000,222.58
21605,1683,127.83
16707,320,128.58
839,150,187
6667,680,86.33
13079,180,276.33
7711,250,160.33
3965,250,123.08
23137,18650,1332.5
17216,2590,257.5
5826,4700,982.33
23591,460,104.33
5505,600,0
19305,5000,302.5
1749,150,265
17476,240,104
11016,150,224.67
20943,1120,254.83
9923,900,215.75
13970,5780,859.67
20604,180,130.08
8155,600,316.5
12271,150,102.58
19339,380,83.25
16257,3290,157.67
17578,4000,164.17
20450,220,123.83
680,150,165.25
1476,150,131
4021,11000,984.42
10733,9710,615.17
18878,3120,258.17
17164,3155,373.83
17907,1000,0
16818,1020,0
2596,2000,0
26028,980,31.92
4547,940,0
16755,220,160
20287,440,321.42
8294,150,244.08
623,2810,340.58
22535,5046,743
21474,2000,0
2206,150,160.5
22188,3174,148
393,150,288.58
16539,7000,1027
11069,1000,21
8640,650,37
9599,2000,94
16135,9680,352
2513,1000,142.25
2546,150,210.75
22408,1260,259
25604,4044,232.75
15146,400,272.75
21450,2800,274
14265,4000,377.5
13084,500,157.83
9692,440,155.17
15976,100,36.42
24598,8380,212.25
391,150,654.33
5747,2000,0
11640,650,117.67
13354,19000,0
6190,150,0
21206,800,96.92
19918,660,0
20251,200,9.08
10837,480,122.33
3441,1000,0
18416,2800,159.08
79,4853,101.25
5548,150,155.75
19368,1490,80.08
1700,150,580.58
22652,9083,4
14839,1400,326.67
15814,300,43.42
10932,840,128.5
11478,1000,7.33
25363,2253,164.25
17073,320,20.33
650,150,182.25
16306,260,0
4928,600,140.75
22890,840,13.33
22970,200,0
24064,1673,298.08
19821,1060,172.42
11471,150,320.75
18628,11620,1488.17
7886,650,227.92
3550,1000,20.17
3477,7818,198.58
2876,1000,3.83
3667,150,0
21371,873,0
13598,280,254.17
9093,2000,507.92
13487,3000,299.83
541,150,171.17
3833,400,158.67
23810,980,5.5
25999,8914,103.83
14885,340,119.25
14132,660,87
14600,200,0.08
4280,600,294
15750,200,331.33
5894,300,462.83
24292,380,45.75
22144,640,147.25
456,1000,38.25
24144,860,957.5
10671,900,79.58
6431,6000,46
2327,150,0
11646,450,125.25
15288,1500,615.5
10743,2000,110.25
12276,150,144.42
9549,240,132.92
9399,7740,425.17
26428,5985,1.42
16056,800,276.17
7074,450,140.25
20072,300,66.83
19312,140,165.17
16968,5350,226.17
2550,150,0
20264,780,202.08
167,1000,100.83
16603,1740,168.58
20596,300,228.08
17498,1200,307.75
20590,300,56.58
1089,4000,272.83
7966,650,113.17
8933,840,419.83
25416,1100,21.33
8061,650,71.5
19567,160,154.92
20064,250,214.25
2291,150,63.42
22658,4455,289
13843,2300,243.83
15100,1700,368.5
9733,2815,385.92
22937,7006,229
5648,2000,283.5
15694,6080,321.25
12956,150,226.83
18122,906,128.17
10986,4406,351.83
11308,3000,2.92
15622,150,229.58
2945,300,136.75
20098,300,273.33
10305,220,9.58
23473,6501,91.75
18227,1050,140.33
9505,32706,2723.75
2308,150,132.92
2793,350,315.75
16877,2620,251.5
11599,350,159.83
24188,2046,324.67
16196,3026,469.92
19291,150,248.08
15342,1968,207
19619,150,353.33
22667,3773,160.58
13193,200,104.25
20222,300,5.75
6477,1000,0
20854,1755,293.58
18233,940,200.25
13577,780,248.75
2019,150,322.08
23738,1470,283.42
7685,450,270.08
22417,1066,88.75
9290,150,279.58
24670,1875,89.75
22448,47000,12210
21014,590,0
8494,150,110.83
18892,2620,682.33
5972,650,275
1343,540,252.08
11500,150,312.33
13348,1580,0
9370,11876,351.25
11554,5000,234.5
12724,1000,32.75
8541,4000,365.08
4289,2680,449.08
15981,4321,31.67
20255,300,106.67
2904,600,102.42
20873,560,111.25
25312,2055,165.75
1104,1000,1267.08
2024,5000,465
11692,450,262.83
21579,100,123.08
9772,2000,75
21069,2973,213.75
10314,790,125.17
11258,1000,202.25
19776,100,261.42
15489,340,57.33
5940,1000,83.67
5023,5000,705.08
19269,540,94.25
7507,1000,163.5
13989,140,224.17
14507,380,38.17
11839,2500,20
1252,150,138.75
1736,150,126.17
25883,3270,33.67
23363,1350,0
17640,2020,203.58
3104,1000,110.08
1350,1000,18.08
20300,300,101.25
7667,650,130.75
8063,900,228.67
6434,1000,150.25
25622,1140,70
4352,900,320.25
1964,150,390.83
16195,6820,67.92
14987,850,64.5
4485,1000,15.25
16762,400,61.08
18619,560,0
3819,5000,921.75
3717,150,172.67
7323,1000,31.42
17065,750,10.42
18495,180,27.67
11046,650,239.5
8221,4000,171.42
13965,1040,0
21191,860,31.08
3531,1000,6.33
9195,340,146.08
10179,200,0
14183,1159,50.58
14274,560,112.5
7743,6230,150.5
26271,1160,2.08
23579,4063,142.92
15402,1000,165
21475,2215,155.42
2152,4777,135.75
12098,150,214.58
17563,180,285.33
10729,460,93.5
6191,4000,175.5
12919,150,89.5
15752,340,331.58
4568,2000,586.67
17971,720,343
1504,150,457.17
16238,400,190.83
15808,150,307.08
8550,650,101.5
8675,600,290.92
19025,150,68.83
10313,8000,49.33
6247,150,282.33
16915,240,364.58
16702,340,78.67
24813,1450,314
24848,240,0.08
23131,340,126.33
4177,900,714.17
6594,9020,383.75
5566,850,0
20370,1000,7.58
12966,150,73.58
19534,5130,204.83
16224,1885,255.5
19472,3900,58.33
25843,7530,94
26407,140,7.33
13443,1050,123.75
8578,600,271.75
18285,200,0
20810,3000,12.42
3453,150,0
21982,3500,85.5
5557,350,301
10978,3020,377.92
13763,440,214.08
5245,150,322.5
15633,380,305.75
5068,250,159.58
8947,2895,229.58
4296,600,162.58
12644,1000,82.5
10026,440,242.25
7130,260,231.67
13264,540,20.67
1990,1000,207.67
2900,1000,483.75
9041,1250,400.25
12542,1000,4.33
14297,150,239.58
2406,2773,13.58
13472,7460,0
1215,150,119.33
5731,950,2.25
9863,1260,141.83
24048,920,11.42
18305,740,276.08
23401,2390,192.83
5577,4000,261.25
21709,800,162.08
18874,6286,148.42
8362,150,197.08
6842,1000,70.83
22842,8236,335.33
12585,150,97.25
23697,985,365.08
17325,740,131.25
3178,5000,340.08
23692,460,67.33
6932,4000,402.42
2547,150,292.33
10745,240,301.83
9817,3200,370.75
16249,5000,558.67
23111,6280,486
20307,140,130.17
21472,75733,5540
16548,560,136.67
11633,450,67.33
15948,440,6.17
15457,9610,229.58
21540,150,123.67
3046,1000,16
25489,2866,190.33
7242,150,114.92
4771,150,160.58
24069,600,171.08
14761,7690,144.67
1516,150,118.75
6078,1000,280.67
17542,300,76.83
16961,2550,145.83
24618,920,33.17
16244,200,239.5
6439,1780,460.5
232,5000,306.75
21976,4780,698.17
10984,600,23.83
5087,600,251.58
9578,340,173.33
13644,140,174.42
20374,2913,144.83
15832,340,24
20743,960,191.08
16087,8555,0
12404,150,169.17
12779,150,152.58
21270,6000,23.33
6042,150,491.42
15472,380,129.83
20405,200,75.67
19640,440,1.67
21513,6000,95
18161,2351,97.92
13184,6715,345.08
20856,260,135.83
24825,1030,32.67
10444,1640,113.5
2591,380,190.83
15773,180,62.92
23485,3377,226.33
21411,1380,49
10117,1080,278.75
17261,240,29.75
11111,2280,122.42
17764,640,133.75
25609,2660,215.83
22451,7120,450.58
21019,160,173.33
1686,150,199
12686,1000,4.08
5272,2355,270.75
581,11330,912.25
25765,3373,158.25
24299,2293,424.83
8484,150,206.58
25598,860,236.08
8052,650,377.17
5148,150,252
10511,620,40.92
22285,600,10.25
11035,450,145.75
3639,150,103.83
23546,900,314.5
14661,280,391
8027,650,305.83
422,6000,2580
9851,3400,95.08
9585,1460,203.83
13613,4710,166.5
22613,7426,286.92
22528,240,0
9911,1000,84.92
18175,1000,28.67
72,1000,93.17
10334,3100,260.83
9193,3480,469.08
24032,1020,78.75
20502,150,349.83
16543,150,3.5
15889,340,20
20706,300,66.08
25720,3270,28.25
18689,150,348.42
6704,450,213.33
25439,8599,152.17
11295,150,489.17
9196,100,5.83
5092,250,58.92
13147,2620,170.33
17780,200,44.42
4412,900,217.58
23208,1310,743.25
23610,7293,181.5
16232,500,6.92
13922,900,107.83
25360,6110,94.33
20418,200,219.5
25445,800,501
15939,240,377.92
13219,15060,98.42
22839,160,58.75
6755,450,158.5
3887,2000,213.25
4038,3893,366.58
17511,540,322.75
17581,280,177.42
12929,1000,23.33
25904,4862,65
14652,580,194.58
16412,5000,241.42
20234,300,207.42
14036,6660,286.67
13103,3700,49.67
16489,5000,195.92
25615,440,392.5
8940,100,98.17
18792,980,0
743,150,0
3852,1000,114.58
14182,6240,443.75
19839,280,176.67
9014,1000,194.58
13595,1080,196.5
26009,2435,80.83
8570,4500,417.17
8965,680,179.42
83,15000,1409.25
23847,4960,402
12381,150,260
26074,11350,205.67
25842,5500,602.42
15425,400,184.33
22686,7820,938
13733,180,475.67
17773,300,213.5
7398,1000,16.33
15956,150,0.83
4396,3000,15.83
11545,1000,33.5
18005,8260,206.92
18895,320,14.67
18906,940,225.33
19424,160,1.08
3742,1100,3.25
916,150,317
412,150,272.08
4197,600,69.17
11327,150,81.42
24882,5400,174.33
15334,240,51.08
16374,1700,243.33
6753,690,69.5
22321,4615,336.75
15915,150,208.58
10395,9160,233.42
20669,300,113.58
4235,600,343.08
15878,2770,111.83
21393,1280,66.42
2639,150,35.75
20047,600,198.08
21839,100,182.42
23336,1140,143
8771,4655,127.17
9118,640,56.25
11112,350,0
4915,650,0
17097,160,97.67
7766,2000,24.33
13617,3320,273.92
13327,300,158.83
15634,380,176.83
9436,5140,143.5
17493,150,28.5
12697,150,211.17
9773,500,204
11570,4500,300.67
18250,4840,57.17
25744,1220,83.25
21967,460,94
16019,150,55.17
3528,1000,198.92
9696,3000,120.33
3143,1000,47.25
2444,150,548
8149,2000,644
25187,6815,16
22857,260,34.83
26096,1440,18.08
6622,150,284.5
25232,20000,197.42
16618,460,84.17
26401,240,0.58
18208,750,11.92
10795,180,179.58
24569,3705,262.92
1108,3000,0
5370,150,0
10899,500,376.25
13181,9000,166.5
10599,320,229.08
26357,1100,1.33
17790,1000,70.5
25242,17000,3090.58
22856,360,155.75
19168,500,96.92
11378,150,412.83
22246,1980,478.42
2455,150,259.08
24736,1200,280.08
19836,300,208.42
11144,150,227.83
1393,150,195.25
11728,150,37
9778,540,194.92
4240,39471,1015.08
19338,540,146.25
6071,2730,290.42
6700,450,247.58
4843,600,0
14028,540,132.75
3754,2000,0
18690,3000,265.58
3059,1000,43.42
4563,150,250.83
17105,9000,121.25
18011,4000,110.67
3987,300,213.83
19492,150,238.5
20265,200,84.92
20696,300,0
7703,8226,217.67
14903,2715,162
1755,1000,0
18261,1865,0
16831,280,225.58
19136,140,148.42
24099,1280,285.92
9393,5220,735.33
13022,150,0
16179,10000,448.25
23125,6260,400.67
1267,1000,79.33
22783,4006,362.92
5581,4073,30.08
19591,2830,197.33
18806,660,232.67
1696,150,771.17
5774,850,0
20425,1120,240.5
8280,4000,330.08
1803,150,127.42
25977,1540,39.58
5213,150,0
24249,3222,167.08
12951,150,6.42
18720,280,8.67
16492,580,232.83
15127,1830,291.42
23398,2100,447.42
21316,2835,158.08
24689,2015,125.5
16154,4230,500.75
13510,3045,460.75
10609,150,173.67
12132,150,267.08
5243,150,41.92
12387,150,232.92
17221,3506,300.83
13207,5740,232.92
8673,900,250.58
15318,240,88.25
16631,2760,234.5
1052,150,179
24046,420,261.67
19011,740,155.33
4193,600,105.92
3575,150,214.25
22484,510,13.33
7928,650,0
25743,1100,7.58
17292,2540,281
3626,150,227.17
21859,1080,280.67
15189,200,0
1623,150,14.17
22173,560,272.75
674,14522,641.58
15088,480,65
10441,390,213
24284,2086,46.58
2330,1000,222.08
11272,150,288.83
16978,4730,317.92
12208,3900,143.67
4169,4153,167.5
20421,200,175
17986,3000,114.42
20369,1963,215.33
8380,5000,202.58
13007,150,5
22671,6626,92.92
7095,390,247.67
8420,3620,0
15594,150,232.67
20355,200,0
24876,5100,258.42
15022,5000,302.08
23374,1240,146.33
25565,6475,1813.33
12727,1940,179.08
16028,1000,6.83
19023,10000,289.58
13518,900,339.5
20973,480,100.17
22637,5170,11.42
3792,600,162.5
24160,340,5
6185,5000,105
16817,750,95.5
8840,600,111.5
17698,1500,465.75
1786,150,282.5
636,1000,46.25
4090,600,231.33
22207,100,275.08
3255,150,132.42
22949,9599,241.08
12796,5000,892.17
1345,1000,31.08
5946,600,301.5
6173,150,88.75
15586,150,0
22678,6312,807.08
14932,1100,343.58
24889,4565,267.08
12651,150,209.92
7915,3820,409.75
23758,460,66.33
1361,1000,0
18401,1840,229.33
21848,100,115
3333,150,450.83
19054,1000,15.25
24200,700,123.25
20238,300,227.33
3156,150,293.5
8955,3941,254.83
13152,620,111.83
14770,160,79.08
26083,795,4.83
20688,200,180
17717,1630,218.33
6510,1455,132.5
18332,940,91.25
22099,240,7
22622,560,113.42
728,5000,594
4101,5000,678.25
10985,540,2.83
23846,3673,33
5425,600,81.08
21555,1880,251.42
23139,22380,1898.92
15503,240,49.25
26023,1864,210.58
8468,4000,232.25
6546,150,211.33
15740,150,60.75
14614,2730,250.58
399,150,339.83
4755,2075,60.33
9843,3613,132
8156,150,52.25
20694,300,162.25
13053,3800,346.75
25651,640,35.42
16102,180,149.83
4146,950,0
11722,450,66.67
4565,1000,0
23762,1565,300.33
15655,380,187.5
1236,150,163.83
3320,150,204.42
7210,200,134.5
19149,340,96.92
25079,3680,30.67
25532,4445,413.08
20952,2440,75.83
4432,26791,5596.67
9982,3446,130.08
23389,3073,1.58
14947,340,0
7133,1500,695.17
6428,4000,195.42
19605,680,371.58
7457,150,63.5
1679,6275,293.08
17694,100,312.08
22414,860,0
1806,150,193.5
9798,8186,199.83
16453,1500,219.08
3162,8000,214.42
16526,3700,0
25640,10948,89.58
22085,1220,167.5
17258,200,26.17
1029,1000,73.33
17509,200,22.92
5071,400,66.17
25255,17995,560.33
8389,150,89.75
21094,660,13.42
4144,700,94.67
12324,150,134.42
5862,4460,210.25
7691,650,1.5
5625,360,193.67
3791,1000,97.92
14057,6266,4.67
1301,1000,38.58
4666,150,51.58
2137,150,0
20921,2420,138.58
8182,450,386.5
20309,400,517.42
24890,8346,375.25
4262,350,210.17
8344,150,197.75
11665,450,266.17
19749,1100,184.58
9129,400,62.92
22591,240,196.08
10088,140,116.75
4743,150,119.92
774,150,444.75
21251,160,118.58
22801,1700,189.17
22405,560,42.83
4293,4900,151.58
21356,4710,162.17
25001,3697,181.08
7335,1000,0
24816,1160,145.67
21836,600,79.25
23982,1680,4.75
10047,2430,126.92
17684,4650,310.42
2170,5000,154.25
20974,640,122.25
22470,480,148.67
23047,9656,547.33
1540,7243,282.58
11409,150,223.25
5612,1200,208.25
1631,150,55.5
11475,1000,97.67
7553,250,173.75
6746,950,168
21943,4126,144.75
23856,100,169.92
19261,160,0
25570,9693,383.42
9573,1620,732.17
19292,150,299.25
21910,2825,252.58
24621,4135,352.83
18764,1240,218.08
11166,150,315.17
11388,150,153.08
4754,4790,429.5
20455,3395,86
17574,785,183.67
22755,850,422.25
4342,1000,0
21303,2290,151.75
22020,300,19.58
23128,5700,75
5333,2520,69
8768,415,286.75
13343,560,236.67
25303,5690,360
10939,540,275.17
