consumer_num,connected_load (watts),total_energy_billed (kWh)
22657,5474,275.58
18289,480,34.75
11087,300,190.25
3199,150,199.33
26287,2475,25
10360,150,51.67
18542,12840,341.25
8914,3040,383.58
7326,1000,0
6816,480,277.08
7632,650,69.17
16558,740,307.75
20088,300,250.42
17909,1000,53.25
1668,150,184.25
18503,3740,45.17
3562,1000,165.25
24042,1860,73.08
20922,140,136
6576,1000,183.08
14582,100,11.5
19277,600,47.17
4185,4500,99.67
17597,1000,36.75
2974,800,116.75
14798,2220,210.83
26263,160,0.08
13360,140,330.08
2034,150,365.17
9970,2000,301.83
12386,1000,6.83
14633,1000,701.42
6869,650,164.92
17709,420,125.58
12599,150,118.25
11307,1000,27.75
7020,250,146.42
12949,150,306.75
2002,150,56.58
4255,600,237.67
4216,5000,1146.42
13279,100,0
8060,690,58.25
4244,300,397.17
10356,200,21.42
4963,4200,343.5
19094,8170,416.08
18426,5000,508.25
25639,5620,164.67
14669,400,213.67
8408,1000,1.67
15316,2455,230
8510,150,894.33
18928,140,35
14059,2740,31.5
17744,580,63.75
10748,140,187.75
8056,400,164.83
21414,4846,403.08
25260,1760,24.58
3400,150,183.58
8340,150,0
11768,450,330.17
16435,540,301.42
22991,100,161.42
25872,31415,1085.83
20581,200,131
6104,150,0
18557,360,55.33
3700,150,504.42
3631,150,99.83
21205,380,36.33
12498,150,179.42
5944,3265,249.5
26214,7665,0
362,150,278
16302,100,92.67
20215,300,161.58
23675,1600,204.5
4780,150,155.75
16220,820,116.67
5157,7931,298.83
14068,420,151.33
14499,900,61.67
9883,150,160.17
18365,4810,179
20711,1120,46.92
7868,6371,221.92
19132,4200,307.5
19668,150,198
4604,9646,321.75
22043,3713,470.25
25964,240,25.75
5806,1200,236.08
2656,4000,0
2510,150,173.92
2561,150,174.83
23143,3925,348.67
12322,1000,0
4163,600,142.58
26045,4270,160.75
14734,1000,0
19071,6875,45.33
22265,780,160.75
17674,3980,355.67
6573,640,0.08
23228,4520,307.5
6294,150,43.08
7555,250,0
24036,1515,119.92
13384,1710,209.42
23625,3911,0
9968,200,126.92
14791,100,320.17
13519,600,139.25
23386,380,0.5
17452,150,196.25
2503,150,1.5
14733,1000,0
23027,875,203.25
479,1000,82
19135,180,285.25
24237,4023,197.42
9604,280,71.83
2059,150,242.58
7234,150,76.08
3123,150,0
16253,940,16.67
19352,300,11.5
17903,150,145.25
11593,600,284.5
12351,450,211
15592,150,131.5
15230,2760,250.42
17653,440,302.5
25210,1080,79.67
10749,1720,0
7233,150,202
24281,600,115.83
25485,3840,96.08
3374,400,196.67
20029,300,247
9083,3904,114.58
17016,4306,181.58
2810,4000,324.75
10085,2000,83.92
24504,520,7.67
13274,2945,292.33
3351,1000,68
7504,1000,7.5
6773,4000,261.67
2127,150,566
3369,150,205.42
22640,8566,344.5
22898,440,9.08
21694,3710,70.67
39,1000,293.92
5084,600,17.42
15692,580,214.25
22283,5540,500
12850,2000,142.42
5022,1000,438.5
17839,760,131.67
13931,5650,298.08
5613,600,184.67
17326,846,502.92
25389,6685,610.83
18738,2300,189.58
20437,540,174.75
26039,8200,62.75
19437,800,107.17
15635,300,158.08
18850,440,29.42
17755,3315,144.67
13016,4560,231.42
6651,1445,349.75
20635,300,149.5
16082,150,235.92
9298,4000,304.42
10022,440,182.92
22358,1350,0
22723,3773,83.58
6909,250,264.5
9952,1000,0
7446,1000,12.58
13913,2150,239.33
17396,6735,73
10155,4500,135.83
18012,2730,315.42
22205,310,109.67
13056,2840,123.33
4052,900,23.25
19210,150,211.42
9675,220,332.5
5532,600,190.83
25302,1150,0
8065,900,333.5
15651,400,245.17
20678,300,81.67
9222,240,246.25
4884,600,69.17
4790,150,470.33
19073,9730,177
20168,300,104.08
6976,250,219.75
26259,160,0
21645,200,285.67
15542,240,183.5
21165,1200,588.5
23440,1160,106.92
8506,3000,162.67
16153,200,1.5
6692,600,130.75
20795,4400,230.25
10350,280,244.92
14908,2000,260.75
19065,150,342
2754,150,235.75
20828,1620,121.42
15991,2106,111.83
7888,250,146.33
11776,450,635.25
17855,700,382.42
22697,3860,230.5
6747,900,230.67
11717,1653,0
22561,2100,0
24779,4160,303.67
16427,590,45.67
20311,300,109.08
6660,900,52.67
12105,150,167.25
19412,7975,560.67
12843,150,169.75
4125,4500,35.42
8856,1000,124.17
8582,250,365.33
4106,350,262.75
2875,400,202.08
2480,5000,29.17
4846,600,478.42
8911,150,194.83
18695,150,229.17
8271,9745,516.08
22847,2913,363.5
13326,300,16
16115,150,65.08
9021,150,113.5
19381,260,114
25006,420,81.25
4474,1000,82.75
22475,960,151.67
20731,440,138.42
6181,150,450.33
9572,920,35.17
21608,600,70
12918,2000,40.17
14749,1840,96.5
24294,760,28.42
9434,280,94
13757,2880,146.67
24586,746,35
5838,24000,2119.42
17039,7740,160.17
24698,1740,48.58
18686,150,333.58
24428,1540,16.17
14459,1050,126.17
26109,5100,7.58
4110,600,108.42
1258,2000,376.42
25222,1100,112
26066,2822,53.83
4562,150,52.58
19926,340,164.25
15630,150,227.42
5372,150,307.5
20466,1000,0
5374,2535,73.08
22641,2700,81.33
9716,4327,581.25
1398,1000,101.75
7403,1000,65.42
15650,320,0
2917,300,40
20244,300,318.58
5531,600,381.58
13664,39000,1106.33
24053,2670,122.33
9056,5525,310.58
19997,150,64.67
4930,600,201.92
10643,740,0
8922,140,346.42
10883,620,135.92
17176,2160,112.08
22757,4791,115.42
6977,250,266.33
4447,3000,241.08
16764,5055,516.08
17813,810,107.5
5112,14590,539.58
6497,1000,0
7947,650,297.5
20061,300,105.75
17642,620,216.33
23522,24624,875.83
8018,650,96.5
16515,1690,295.08
16494,280,183.67
22019,300,17.92
9721,200,466.83
13301,240,286.17
4947,11000,324.08
20015,200,93.75
24639,4393,426.25
23399,380,0
22457,3773,139.58
21674,500,623.42
21305,420,177.17
8227,150,240.92
6671,450,29.33
20276,300,295.5
2919,800,232.25
21229,2295,88.83
2991,3113,134.5
14991,500,149.5
23854,460,108.75
9767,360,60.83
26156,660,43.17
20867,1046,51.75
25734,3320,58.33
10232,265,38.67
17804,380,164.42
24627,100,112.67
7585,1000,49.58
14289,180,85.08
8295,1000,32.33
24638,1680,446.83
15391,150,339.75
16037,150,97.17
20841,720,470
7112,2340,78.08
959,150,434.83
19956,360,185.17
19645,4000,371.83
8579,4500,221.83
24429,1753,61.67
467,1000,181.5
17912,3380,634.58
4592,150,0
20427,200,194
13128,4200,168
19661,3053,171.83
23577,240,172.67
21250,1000,60
16736,5000,784
20400,200,99.25
13638,1000,296.42
25625,4900,67.75
9667,8417,579.33
8842,900,225
5448,600,160.33
17136,850,104.92
23337,4589,157.42
22676,2453,1.33
6715,600,0
20114,300,218.67
11459,150,181.67
9589,4720,19.08
22946,640,22.17
23274,3095,617.5
20042,335,156.75
9745,640,239.75
11885,450,407.67
21547,200,111.83
16692,2430,30.58
14380,340,152.83
14632,1000,74.67
26309,4980,6.92
8463,150,27.92
16415,1000,3.92
14292,150,76.08
19566,520,93.08
24453,5010,1307.42
12806,800,98
13894,480,326.92
1064,150,581
11963,1000,60.17
17762,1660,66.08
25323,9960,409
11572,450,244.67
21057,150,134.33
23568,946,145.83
21428,1126,0
24074,4989,101.42
25510,800,318.92
18569,1020,154.67
3440,1000,0
5342,3200,172.08
24988,3432,48.67
7835,650,178.92
13122,220,47.42
20057,300,121.5
20981,4550,184.08
12866,948,133.42
8535,650,150.25
25996,4675,182.25
6124,150,207.33
2378,150,127.33
133,2000,161
4967,300,29.75
9802,2500,0
19498,360,35
1611,150,396.08
16852,6680,451.92
24279,200,43.25
26088,3635,134.92
3001,1000,80.92
2577,5000,232.33
21200,3680,322.75
4133,600,357.42
16874,1000,4.92
15904,150,105.5
5524,600,118.08
3471,8298,321.75
3642,1000,94.83
4521,150,0
20218,300,165
14455,16140,291.08
14446,460,317.58
14553,150,210.92
10176,1580,361.42
6127,6630,165.25
5509,250,270.58
18220,2120,478.75
4131,1768,16.92
15502,640,283.58
1471,150,100.92
13581,2135,329
16119,240,145.75
10173,4000,169.92
15748,380,156.42
17791,1000,402.17
24992,2233,127.08
21591,3453,661.58
2023,5000,33.42
5190,1000,13.58
3850,150,375.17
11262,150,263
16320,3160,162.5
15829,280,101.17
17994,4580,359.33
18706,1000,78.75
17340,200,0
13033,150,127.83
1726,150,341.67
17978,3340,225.75
9959,140,0
20106,300,104.67
16939,540,113.42
3071,150,200.58
23004,280,0
26331,1100,0.42
18278,3793,337.5
15079,1190,23.25
20299,4665,261.17
19395,150,49.17
6728,4000,266.92
19406,420,213.33
5247,150,172.67
6959,9870,467.5
22065,100,108.83
592,150,263.17
2370,150,161.92
10701,420,200.08
5405,150,97.67
152,150,325.67
23827,780,57.42
23347,7833,364.42
16473,500,239
15296,140,52.75
7113,650,327.67
10434,100,91.58
13907,100,362.25
25342,4826,133.25
24095,880,152.33
23794,2445,559.58
11853,3500,307.58
9418,1540,119.42
24708,400,116.5
19331,140,90.17
8326,4710,123.67
9159,520,166.75
16314,240,175.25
8960,650,263.08
20483,1125,244.42
11803,360,130.5
23969,43592,3359.17
6940,3000,68
21295,1180,114.67
23907,6809,0.08
10634,1000,129.25
11878,2113,303.92
23729,700,0
6862,450,178.75
2928,1200,306.83
25468,4625,255.5
2846,400,240.25
24227,1360,295.17
470,2000,230.58
13349,240,305.08
18499,200,96.67
20556,280,282.92
16645,1700,306.25
3452,1000,0
23306,640,39.92
25764,3025,117.42
20012,1680,294.42
15430,600,121.75
17305,240,98.42
3883,1000,43.42
16841,7000,512.33
15930,380,115.33
10061,5570,88.92
15414,180,84.83
8048,900,110.08
10492,880,176.67
13795,140,0
13273,560,515.33
15533,120,224.5
23807,6910,0
2199,4000,192
22281,1840,162.75
24681,4735,56.25
13200,740,18.08
17890,280,185.5
4208,34922,2506.92
21408,1040,389.25
10452,680,0
1621,1000,19.75
13864,540,43.17
16588,200,70.5
16268,2830,255.33
16977,6740,112.75
21127,150,250.75
7336,1000,1
22760,1945,307
25602,3700,272.75
24796,1010,89.33
4669,4690,426.08
14774,160,0
23216,8205,740.92
14401,300,0.17
26206,340,14
7655,450,259.25
20175,300,242.83
12411,2000,96.5
15199,5000,118.92
19111,650,1.5
23423,900,276.83
5073,250,85.33
18611,200,84.75
20056,300,152.67
7466,150,0
14420,5000,560.5
10970,280,0
21977,440,228.42
11840,6000,0
4860,150,337.25
10907,820,124.25
21821,3153,172.83
5130,150,235
8786,450,274.75
21640,2680,187.75
14293,1000,49.25
21293,1040,151.83
11012,150,0
23260,1985,65
24628,2295,252.17
7760,650,304.75
12693,150,202.25
19552,3690,134.25
21037,4645,690.25
11741,450,149.75
2490,150,156.92
19570,2700,75.33
10431,640,512.08
15499,140,125.08
18799,3515,61.58
22182,200,51.92
6701,460,137.33
13496,240,25.33
23290,9490,422.42
4329,2000,570.58
4376,900,79.5
14069,1770,239
1646,150,150
2643,1000,2.67
21309,400,16.42
3837,500,275.42
11683,150,294.67
2772,300,291.58
23277,8155,588.5
26221,1980,36.33
13232,9149,307.5
25566,4290,35.5
2581,230,503.58
24810,1100,29.58
15034,1130,258.08
10612,200,99.67
4791,150,234.17
23105,3270,7.83
950,150,217.08
9198,1760,6.25
3583,150,155.75
4863,600,315.75
22473,1140,496.75
17420,6000,335.75
17214,1000,39.5
24515,200,8.25
4815,3010,253.75
7080,450,214.75
4876,4200,294.58
4009,250,0
2880,1000,655
1855,5000,803
14999,1250,785.83
20511,150,330.17
12538,1000,54.75
23335,440,260.83
3155,150,325.92
5159,150,240.08
21785,1395,10.08
24352,8360,27.08
10005,340,154.58
5414,150,148.67
4264,600,361.42
15093,1750,280.33
9533,1040,126.08
2209,150,13.67
13355,2000,124.25
5955,350,204.58
9560,3905,14.92
4419,1200,276.42
18322,140,307.92
10987,7493,128.17
23193,820,190
17050,280,185.25
21175,11256,150.17
16561,150,223.67
24581,740,211.42
8001,650,252.33
23146,37300,8488.67
20408,200,126.92
17829,840,5.75
4430,700,323.17
8616,460,160.75
16990,500,102.25
13476,3546,352.17
21234,2560,322.67
20554,200,467.42
24859,220,11.75
15294,420,207.92
3904,360,35.75
19253,890,67.5
14019,9825,265.08
16116,2480,203.58
7178,1000,97.17
22159,4460,221.92
5257,6333,214.17
16358,5000,573.75
21651,1933,234.67
16982,360,92.58
9115,240,60.25
12323,4000,209.25
24742,9346,221.42
19209,400,63.25
18054,1000,0
13532,2820,2.08
24226,8440,169.75
1088,1000,91.42
4712,150,378
11323,150,315.5
4488,900,177.25
8266,150,290.75
23015,880,64.75
24533,2595,268.58
2564,6800,541.67
3036,1000,231.17
1616,150,216.92
20936,1440,368.83
25794,785,73.5
17158,160,44
12442,1000,211.67
9684,6360,112.58
7383,150,48.42
23563,3805,155.08
3096,150,274.75
20084,300,19.42
22576,1040,146.25
2605,1755,74.08
13003,2000,0
10604,160,329
20553,1000,13.5
4589,150,262.75
1810,150,28.5
13483,460,205.42
13109,3780,367
16359,3030,225.83
13495,240,8.83
14860,280,207.33
12926,150,119.83
19508,200,0
25845,7919,331.75
23048,4450,162.17
17500,3575,100.33
12665,150,164.25
339,1000,23
23996,4300,4.67
24661,1720,40.08
20781,200,97.08
16796,1000,0
20319,300,157.17
431,150,249
17275,1580,61.5
2722,550,115.83
17589,1440,147.67
10447,1200,189.08
7880,250,81.5
1532,150,0
15877,280,104.83
23528,7710,1242.83
1335,1000,6.67
7391,1000,12.5
356,3000,146.83
8224,150,620.75
17288,3975,104.92
22631,5532,297.33
14291,300,299.25
23942,4435,229.83
21714,460,208.58
18363,1000,62.67
22955,2700,3.33
16705,1000,224.83
15673,180,0
10684,150,176
15452,3895,0.08
1693,150,185.83
11345,2000,462.67
6840,500,239.92
16049,340,14.5
23121,180,22.92
14345,1270,208.67
12569,4500,0
5746,680,0
10432,1080,77.08
7921,450,117.17
14629,480,77.75
25099,4075,149.67
7207,780,16.25
9007,780,269.17
3947,600,164.17
2882,1000,412
18324,6646,1.08
4605,5800,251
13971,240,113.5
20632,200,23.67
12819,150,106.67
5558,750,268.08
23914,440,108.42
22564,440,280
24553,8616,105.42
20026,680,225.58
896,150,238.92
9794,320,13.42
21345,380,234.92
18280,320,0
5525,600,26.42
8471,150,80.33
5951,650,213.83
6723,452,89.08
1993,150,33.25
13991,240,104.33
18051,150,2.5
23740,635,103.58
18793,3766,411.83
13655,540,104.5
4954,600,172.25
5916,4000,147.83
2286,150,175.92
22303,880,181.92
21158,380,38.5
19545,2890,302.33
378,1000,968.33
17099,1000,197.58
12301,150,367.33
15922,1000,0
19974,1000,0.83
10735,3600,114.25
16469,640,238.67
13357,360,1.5
11698,1000,182.58
14338,340,181.25
24798,8535,1015.75
19731,850,620.58
3128,1000,22.67
25454,940,60.83
21478,1195,157.67
13081,5945,137.33
6689,450,278.42
22332,9110,254.08
23527,780,81.92
19115,380,334.17
7142,450,185.67
19622,560,144.25
22238,4852,244.33
10691,340,76.75
23207,800,342.25
25909,1027,13.17
17295,720,304.83
16967,2170,143.17
21600,560,7.58
5689,3000,1819.42
1211,150,95.17
13447,420,0.33
13201,280,48.33
7818,4810,115
16208,460,44.33
24863,2925,318.42
18033,180,261.67
5450,600,184.25
10255,4426,160.58
12265,150,233.42
24071,4233,35.58
13400,240,33.58
13365,17842,395.75
8174,600,246.5
10931,1550,272.5
15955,100,152.67
14913,200,10.67
24233,2973,290.58
12470,150,387.92
7101,650,136.5
17413,8992,163.58
23098,440,15.83
819,1000,29.83
4287,1000,686.75
20663,300,115
10789,1000,116.83
13159,1740,216.42
2935,150,259.25
5118,150,322.58
20684,1000,0
2527,410,283.5
24467,1350,105.17
15331,240,85.58
13898,150,261.33
4936,4500,305.75
23746,4793,272.67
13285,540,303.92
9478,10856,140.83
17161,160,19
12602,800,0
2956,400,84.67
1249,1000,0
23946,540,10.92
18170,640,142.5
13249,4546,292.17
25298,300,44.75
9722,200,120.08
20544,200,198.42
15247,570,258.83
19012,1830,200.42
7023,2000,120.67
21964,3433,90.25
22157,200,221.25
7967,1000,8.25
15680,320,0
20429,240,94.08
6766,600,19.08
24027,2623,35
20697,1000,41.67
199,1000,172
14444,150,317.08
17740,150,152.25
7922,450,78.5
5642,450,193
24408,4326,440.17
7797,2249,141
10135,6279,874.17
3929,1000,65.92
22381,400,184.75
17048,540,54.92
10890,460,251
4111,600,47.08
6528,150,104.08
12038,150,189.33
23145,37300,9711.42
11541,5000,541.92
3506,750,0.92
15803,2430,62.67
17477,340,242.83
11653,1000,105
14884,880,88.83
3289,150,152.92
18297,5153,156.17
22337,3579,108.92
15109,200,88.75
24562,200,37.42
10217,860,170.58
14948,9880,182
11268,150,205.17
20672,2515,258.75
16825,500,26.33
6721,450,624.08
18725,1490,187.67
11158,1000,7.33
25355,3360,114.08
1664,150,335.75
14480,240,385.92
18944,1780,135
20811,3290,612.08
3349,5000,159.17
11790,450,95.25
549,150,167.83
8449,4000,293.5
17913,180,237.58
1766,760,111.83
11379,150,187.83
2916,1000,260.25
21810,4033,436.75
24385,7595,125.5
7791,650,0.17
8664,5000,102.5
8180,620,100.33
19247,100,39.67
15110,5000,329.17
8605,1000,124.67
21181,320,206.08
19802,34520,3125.58
11050,5000,156.33
14547,1820,190.83
13526,1780,279.42
7465,150,9.92
24291,1600,0.42
18418,2000,326.83
20145,680,209.83
8639,900,0.17
21879,280,0
19893,300,24.33
21586,3840,907.5
7657,250,159.08
21919,4375,293.25
3854,250,319.67
22044,2435,179.42
15618,150,87.33
4958,150,425.5
10141,3653,82.83
19666,200,0
18025,3655,195.17
24015,6130,334.08
23060,4495,388
15417,100,259.42
13788,260,434
12716,4500,105.5
19820,360,39.75
19578,150,272.33
4707,1000,24.75
21346,540,33
17153,340,109.83
1439,150,633.25
21097,420,40.58
26337,240,1.42
23074,3026,321.5
2507,1000,249.25
10714,1000,45.58
14564,6746,234.83
24577,11770,148.75
3842,400,208.75
11946,450,312.83
4369,1480,14.58
15957,150,153.92
26010,2460,45.92
26323,9790,26.92
22654,4805,138.08
20872,9090,168.33
654,150,0
1960,150,516.58
14528,5000,281.08
24616,300,7.5
24842,1755,288.17
15589,380,32.67
17568,4555,488.17
15656,320,125.08
21275,200,273.83
16965,24820,639.08
11679,450,361.42
1978,150,62
15169,5000,157.5
13915,2620,128.83
4451,950,193.83
19038,6000,302
15712,1040,116.58
13242,2686,143.42
293,1000,8.67
2657,150,265.08
21080,3458,376.17
4682,2000,79.58
1056,4500,0
8723,650,435.5
8005,4865,315.25
24712,3846,18.58
18536,475,244.08
20464,250,278.33
23422,1346,211.25
14476,320,44.17
24331,4373,121
18112,2415,113.33
19719,760,222.83
4683,150,40.67
26060,1540,30.67
3025,300,77.33
10480,340,196.83
4577,9770,460.83
23922,3560,74.08
14709,790,169.33
10814,400,305.17
10408,97794,26051.67
22436,1553,202.5
3844,600,136.75
12873,3023,142.42
16454,720,74.92
1237,150,275.58
12925,1000,79.67
10579,300,185.08
4984,600,279.67
15720,180,198.92
7900,650,233.08
15373,6455,386.08
12395,1000,37
22179,200,55
18770,2910,119.67
16966,2805,135.92
5812,300,97.42
9622,4630,176.75
4165,10000,2599.83
11113,150,280.92
26294,1950,2
11346,760,0
26200,1850,3
13130,360,288.42
20733,580,171
123,17600,1130.17
21557,3335,169
1117,1000,115.92
25166,7817,142.75
14820,100,276.33
3953,900,258.25
22530,5286,316.58
7727,650,127.42
1568,150,68.58
19452,1020,236.25
19828,540,0
13411,5120,225.42
18775,4687,359.83
25586,1220,12.67
10278,240,387.75
9169,1000,17.58
17863,240,415.67
3674,150,298.83
12726,150,190.17
17567,3580,320.67
6929,450,114.33
2619,5000,0
2439,3553,158.08
13811,1380,376.33
18585,2640,247.83
3871,300,137.5
17132,2810,220.5
20161,300,104
23083,4655,157.83
15929,340,143.33
15365,500,61.58
15255,440,104.33
17465,460,166
24717,4288,135.17
10398,380,4.25
19779,4546,472.5
14719,5940,299.83
15404,500,13.17
18516,1000,61.25
21318,3173,346.58
12630,150,208.67
2975,2000,558.67
